id,cltv
89615,110647.96513132137
89616,123970.35947272333
89617,48472.66960716365
89618,94208.08483826743
89619,51128.79927339961
89620,98041.1834610124
89621,143741.1523331621
89622,100129.27697095802
89623,121526.38944536784
89624,142613.80323842927
89625,49970.10885728464
89626,111737.54771142533
89627,49506.150750578476
89628,51772.75689516915
89629,141036.7964695505
89630,114561.46996844631
89631,123970.35947272333
89632,49811.0340888585
89633,112748.88784015959
89634,118828.81007694372
89635,111724.71851253272
89636,125634.33999797323
89637,49668.70356399851
89638,93194.47158919781
89639,119594.44197428582
89640,120603.7931135166
89641,54198.193710298954
89642,51128.79927339961
89643,95704.01302194073
89644,114201.20589206695
89645,123983.18867161594
89646,123983.18867161594
89647,49849.970680818
89648,47249.3522362856
89649,114092.0257981982
89650,108409.97072961595
89651,92961.87771185105
89652,98072.35606224346
89653,119938.70829118144
89654,111109.06229405475
89655,141858.59338032853
89656,113946.57649697099
89657,48615.00013202363
89658,130350.61516697162
89659,123722.24844272771
89660,122415.97569910008
89661,98028.3542621198
89662,125680.30935134566
89663,53886.75772128171
89664,51634.08938253457
89665,102265.36964226313
89666,48809.19118481746
89667,51394.14544136202
89668,142045.9262268154
89669,111215.07735703247
89670,142045.9262268154
89671,112761.7170390522
89672,113688.03615036227
89673,53132.46961396338
89674,137821.39887167217
89675,102265.36964226313
89676,49904.76761225346
89677,51233.246107375555
89678,132006.3419559459
89679,132350.6082728415
89680,48175.16683702232
89681,114348.49896629847
89682,48581.48633924493
89683,144864.6881049606
89684,98028.3542621198
89685,122254.9444398739
89686,54016.92659347946
89687,51128.79927339961
89688,117416.34584049138
89689,51607.76474812324
89690,116225.45049369622
89691,52751.02922132815
89692,116225.45049369622
89693,144786.7935477327
89694,116328.50826091849
89695,122428.80489799268
89696,112748.88784015959
89697,54313.5979805146
89698,113784.59586934432
89699,49849.970680818
89700,46948.673313280015
89701,95645.10144182802
89702,139793.5945889703
89703,48437.60548761499
89704,139141.11308002644
89705,132006.3419559459
89706,114350.56614480691
89707,48581.48633924493
89708,138473.88038061603
89709,53334.29235688638
89710,116609.5285298403
89711,116328.50826091849
89712,120590.963914624
89713,110082.78956047611
89714,144864.6881049606
89715,158065.3347895979
89716,48656.67917316082
89717,151748.79782601463
89718,95518.81282937688
89719,116622.35772873291
89720,62938.33423631929
89721,138129.61406372045
89722,47607.12276758515
89723,98330.89640885218
89724,86460.89844421981
89725,123970.35947272333
89726,48542.54974728543
89727,48653.93672398313
89728,54237.67414976388
89729,151748.79782601463
89730,98072.35606224346
89731,140424.7797685724
89732,49467.214158618975
89733,130350.61516697162
89734,112761.7170390522
89735,139485.379396922
89736,95704.01302194073
89737,133670.32248119573
89738,49079.49580399285
89739,48177.496691409106
89740,130774.09480185312
89741,114092.0257981982
89742,121870.65576226346
89743,108813.96037745188
89744,48615.00013202363
89745,118273.50905509021
89746,49788.72354458003
89747,125647.16919686584
89748,122254.9444398739
89749,60433.94490954503
89750,98041.1834610124
89751,104376.69565646385
89752,47318.628809037604
89753,123722.24844272771
89754,127713.03677586424
89755,111393.74684248366
89756,52416.041645489335
89757,143231.93069768982
89758,123970.35947272333
89759,137477.1325547766
89760,52352.94606822954
89761,130757.10507259096
89762,119942.90424232853
89763,108801.13117855927
89764,95716.84222083334
89765,114561.46996844631
89766,130945.94759619348
89767,132006.3419559459
89768,105267.9456456222
89769,108065.09312995548
89770,63880.677399109256
89771,114412.8683654095
89772,112748.88784015959
89773,111331.28494325404
89774,146981.30117998656
89775,125634.33999797323
89776,112748.88784015959
89777,95864.86612028218
89778,152718.7673224727
89779,48653.93672398313
89780,53837.99469069252
89781,108801.13117855927
89782,108052.26393106287
89783,139782.17092170555
89784,95704.01302194073
89785,112761.7170390522
89786,130350.61516697162
89787,108409.97072961595
89788,151318.87225807522
89789,52616.99782149175
89790,118273.50905509021
89791,51771.99949233869
89792,121241.89090770815
89793,132438.07532710317
89794,148180.09204523842
89795,98330.89640885218
89796,50933.3282370589
89797,121870.65576226346
89798,48472.66960716365
89799,51056.34888866141
89800,115380.66410948584
89801,98028.3542621198
89802,123970.35947272333
89803,125647.16919686584
89804,117811.81383999932
89805,110647.96513132137
89806,123534.63628751336
89807,114662.02651769953
89808,50752.061120239414
89809,125634.33999797323
89810,108801.13117855927
89811,95704.01302194073
89812,52547.06069946053
89813,47429.943929456706
89814,51092.07885515557
89815,62869.95331846377
89816,151748.79782601463
89817,127184.3952600169
89818,51720.998801505
89819,113569.64939572001
89820,48581.48633924493
89821,48141.25123662393
89822,48920.578161515165
89823,47426.29468109054
89824,129807.73869808982
89825,51771.99949233869
89826,120603.7931135166
89827,121870.65576226346
89828,138473.88038061603
89829,102007.42065215131
89830,49445.98103298217
89831,134060.55815146375
89832,108801.13117855927
89833,61234.37780524961
89834,110647.96513132137
89835,51670.311831636456
89836,124140.80131165158
89837,107176.59280209217
89838,47426.29468109054
89839,123970.35947272333
89840,130134.44249180188
89841,49444.124302674
89842,62976.784836526786
89843,125634.33999797323
89844,48355.994923516926
89845,48735.030341071186
89846,123970.35947272333
89847,95645.10144182802
89848,48472.66960716365
89849,55005.175831991946
89850,53215.916896456285
89851,114412.8683654095
89852,130786.92400074573
89853,143160.44612265565
89854,127584.80996095894
89855,114092.0257981982
89856,143631.26100600258
89857,51167.73586535911
89858,98330.89640885218
89859,95704.01302194073
89860,51095.28548062091
89861,150621.4487312818
89862,118836.74412748084
89863,113936.76643866276
89864,92961.87771185105
89865,48581.48633924493
89866,154115.15656204498
89867,139870.5145416968
89868,52352.94606822954
89869,97384.6836901232
89870,153721.66125245823
89871,63399.97698673423
89872,108880.81518088147
89873,152093.0641429102
89874,96822.13902628627
89875,94195.25563937482
89876,125430.87529788773
89877,62346.88830144476
89878,50912.46803703146
89879,48615.00013202363
89880,45925.07889341637
89881,111774.2901475524
89882,144864.6881049606
89883,113513.4374156827
89884,114092.0257981982
89885,125386.22896797761
89886,95716.84222083334
89887,122254.9444398739
89888,132006.3419559459
89889,150965.71504817737
89890,93181.6423903052
89891,125634.33999797323
89892,48318.64588103259
89893,106328.49331372569
89894,46367.84242817969
89895,54280.97834674168
89896,114574.29916733892
89897,112761.7170390522
89898,53334.29235688638
89899,132450.90452599578
89900,92974.70691074365
89901,100142.10616985062
89902,140137.86090586588
89903,114561.46996844631
89904,94195.25563937482
89905,55148.71213763184
89906,151561.9878800045
89907,95704.01302194073
89908,47499.45689553221
89909,123970.35947272333
89910,125647.16919686584
89911,99792.32126907272
89912,98664.35423107857
89913,61196.26772256076
89914,103640.2403759564
89915,132350.6082728415
89916,114425.6975643021
89917,132350.6082728415
89918,110773.42922490464
89919,129935.29834345724
89920,51771.99949233869
89921,130519.57763657665
89922,111215.07735703247
89923,150044.37166115118
89924,119905.56345815507
89925,47426.29468109054
89926,60739.349351224504
89927,95704.01302194073
89928,143644.09020489518
89929,136120.89616387413
89930,114350.56614480691
89931,150592.01838354644
89932,125006.76020662341
89933,49849.970680818
89934,125006.76020662341
89935,123534.63628751336
89936,51128.79927339961
89937,112510.99856590402
89938,113949.59563755537
89939,127094.85582313764
89940,48653.93672398313
89941,142878.78300970246
89942,105466.88133139633
89943,152295.98929228674
89944,123722.24844272771
89945,100142.10616985062
89946,95716.84222083334
89947,124029.15802498836
89948,97049.0506209731
89949,123534.63628751336
89950,102775.64028603226
89951,61846.28321488108
89952,116225.45049369622
89953,125634.33999797323
89954,95704.01302194073
89955,95704.01302194073
89956,121526.38944536784
89957,48554.20225457658
89958,108801.13117855927
89959,100129.27697095802
89960,151318.87225807522
89961,49970.10885728464
89962,111109.06229405475
89963,49970.10885728464
89964,95864.86612028218
89965,121870.65576226346
89966,110597.7865419332
89967,92974.70691074365
89968,123983.18867161594
89969,111406.57604137626
89970,155703.76882002692
89971,48137.37876421311
89972,107268.96022011494
89973,53904.707168925
89974,121870.65576226346
89975,145307.2870705911
89976,48581.48633924493
89977,107163.76360319956
89978,132350.6082728415
89979,108813.96037745188
89980,133670.32248119573
89981,52616.99782149175
89982,141023.9672706579
89983,56521.657907552115
89984,146021.4675474288
89985,116672.77457781411
89986,134060.55815146375
89987,53904.707168925
89988,53334.29235688638
89989,49264.713916162684
89990,125647.16919686584
89991,93194.47158919781
89992,123970.35947272333
89993,125430.87529788773
89994,53837.99469069252
89995,53656.72757387303
89996,48355.994923516926
89997,123983.18867161594
89998,48581.48633924493
89999,149238.99580755312
90000,48138.560099449605
90001,51670.311831636456
90002,138206.53401644694
90003,120590.963914624
90004,138129.61406372045
90005,150660.83721413175
90006,50752.061120239414
90007,120590.963914624
90008,138473.88038061603
90009,53886.75772128171
90010,53904.707168925
90011,53837.99469069252
90012,114412.8683654095
90013,151318.87225807522
90014,147604.92427401163
90015,50611.19989022172
90016,112748.88784015959
90017,146846.7956725293
90018,97814.89774301214
90019,48581.48633924493
90020,48224.94178853381
90021,125647.16919686584
90022,48653.93672398313
90023,148244.15862667994
90024,100142.10616985062
90025,130506.74843768404
90026,123722.24844272771
90027,126670.74073187332
90028,49584.14212816732
90029,52753.34578099553
90030,51394.56854935249
90031,150660.83721413175
90032,48175.16683702232
90033,114662.02651769953
90034,95704.01302194073
90035,108503.59653720833
90036,125351.02652351903
90037,50951.40462899096
90038,110660.79433021398
90039,50310.126592200795
90040,144864.6881049606
90041,53656.72757387303
90042,112748.88784015959
90043,122415.97569910008
90044,116609.5285298403
90045,139927.23173992004
90046,55449.40490142515
90047,133670.32248119573
90048,132006.3419559459
90049,51233.246107375555
90050,139417.20260583176
90051,51128.79927339961
90052,50310.126592200795
90053,54640.78746193984
90054,115725.842883435
90055,52616.02104716029
90056,110311.63286496287
90057,53161.72194828069
90058,103298.43202980592
90059,140137.86090586588
90060,62493.97209887888
90061,140137.86090586588
90062,49730.1649161121
90063,51257.79748185823
90064,94208.08483826743
90065,52818.056318593255
90066,141203.59619659098
90067,140137.86090586588
90068,120603.7931135166
90069,119938.70829118144
90070,118164.36460369329
90071,60787.403614003386
90072,124029.15802498836
90073,143160.44612265565
90074,50158.111000445184
90075,48653.93672398313
90076,51670.311831636456
90077,167138.06949158234
90078,112769.53891251274
90079,52352.94606822954
90080,54237.67414976388
90081,125647.16919686584
90082,48554.20225457658
90083,118286.33825398282
90084,121498.70920027386
90085,99533.60556032092
90086,121870.65576226346
90087,129944.1133854646
90088,150316.57089723618
90089,53656.72757387303
90090,54016.92659347946
90091,51953.26660915818
90092,143631.26100600258
90093,48581.48633924493
90094,62348.71745360794
90095,61573.168498915285
90096,95704.01302194073
90097,132450.90452599578
90098,97397.51288901581
90099,49730.1649161121
90100,52751.02922132815
90101,125386.22896797761
90102,62551.883955796984
90103,123377.98212583209
90104,127532.85752805961
90105,154239.96581325209
90106,122267.7736387665
90107,52547.06069946053
90108,51771.99949233869
90109,47318.628809037604
90110,98072.35606224346
90111,114350.56614480691
90112,99172.3140933856
90113,93268.70296895121
90114,56005.49970150067
90115,99105.10764333115
90116,151234.81367119282
90117,108813.96037745188
90118,132450.90452599578
90119,95716.84222083334
90120,121870.65576226346
90121,50639.29766521883
90122,123190.36997061774
90123,47531.24401312117
90124,114412.8683654095
90125,143631.26100600258
90126,132006.3419559459
90127,110773.42922490464
90128,50933.3282370589
90129,107163.76360319956
90130,114425.6975643021
90131,116609.5285298403
90132,131798.4230170519
90133,132450.90452599578
90134,57536.14747242188
90135,48542.54974728543
90136,102278.19884115574
90137,48542.54974728543
90138,95704.01302194073
90139,114561.46996844631
90140,112748.88784015959
90141,64204.89002592501
90142,150660.83721413175
90143,123190.36997061774
90144,64156.835763146126
90145,52753.34578099553
90146,132417.08299507707
90147,123190.36997061774
90148,48437.60548761499
90149,48068.67995932782
90150,48262.47813703853
90151,95704.01302194073
90152,51056.34888866141
90153,115380.66410948584
90154,52965.37832860251
90155,108409.97072961595
90156,129774.35071616327
90157,98041.1834610124
90158,106328.49331372569
90159,51634.08938253457
90160,124016.32882609575
90161,147397.00926740115
90162,149189.22180250334
90163,142626.63243732188
90164,51953.26660915818
90165,54879.89742170621
90166,149533.4881193989
90167,59945.405825515
90168,48033.61583977916
90169,51517.44167616236
90170,56812.69266288177
90171,111111.52026479988
90172,53334.29235688638
90173,123534.63628751336
90174,116622.35772873291
90175,163161.9269243256
90176,138129.61406372045
90177,49467.214158618975
90178,137477.1325547766
90179,98664.35423107857
90180,118688.11787295803
90181,53197.9443973826
90182,51974.10711745072
90183,132438.07532710317
90184,123722.24844272771
90185,99392.26636896051
90186,125379.10307221762
90187,114561.46996844631
90188,152105.8622349152
90189,121498.70920027386
90190,52305.43834219082
90191,112761.7170390522
90192,54707.87847000261
90193,130694.88148386724
90194,96291.41230394306
90195,123970.35947272333
90196,49668.70356399851
90197,47426.29468109054
90198,95386.56109521931
90199,110647.96513132137
90200,52760.8786731217
90201,48615.00013202363
90202,130852.56484228345
90203,150897.27710774264
90204,130786.92400074573
90205,112748.88784015959
90206,108065.09312995548
90207,130786.92400074573
90208,95704.01302194073
90209,62832.411755192414
90210,130786.92400074573
90211,53656.72757387303
90212,145598.68951724283
90213,110597.7865419332
90214,113946.57649697099
90215,48357.58247299209
90216,124029.15802498836
90217,129935.29834345724
90218,111121.89149294735
90219,127015.00704876894
90220,143644.09020489518
90221,103295.97405906078
90222,152093.0641429102
90223,132350.6082728415
90224,53197.9443973826
90225,48554.20225457658
90226,111109.06229405475
90227,51089.36525574561
90228,48615.00013202363
90229,132472.18856103375
90230,49730.1649161121
90231,50512.117179066874
90232,123534.63628751336
90233,52616.99782149175
90234,110597.7865419332
90235,125647.16919686584
90236,47607.12276758515
90237,134014.5887980913
90238,120603.7931135166
90239,49977.92982669513
90240,95704.01302194073
90241,88087.36602467962
90242,52352.94606822954
90243,49849.970680818
90244,48626.956552404496
90245,53656.72757387303
90246,53341.825249012545
90247,140386.60152962082
90248,47426.29468109054
90249,123190.36997061774
90250,148698.08566419233
90251,96837.00880119896
90252,122267.7736387665
90253,100688.48976147795
90254,130694.88148386724
90255,123970.35947272333
90256,55449.40490142515
90257,116609.5285298403
90258,49506.150750578476
90259,105984.22699683007
90260,126670.74073187332
90261,121526.38944536784
90262,112761.7170390522
90263,114561.46996844631
90264,125634.33999797323
90265,132006.3419559459
90266,95386.56109521931
90267,132396.57762621393
90268,113225.3830788244
90269,134014.5887980913
90270,151241.54342463822
90271,149533.4881193989
90272,140137.86090586588
90273,125006.76020662341
90274,46334.32863540098
90275,98072.35606224346
90276,52352.94606822954
90277,95716.84222083334
90278,127015.00704876894
90279,130774.09480185312
90280,52356.03595541379
90281,100129.27697095802
90282,136552.51956949703
90283,48542.54974728543
90284,110647.96513132137
90285,50752.061120239414
90286,121870.65576226346
90287,96563.59867967755
90288,49668.70356399851
90289,47426.29468109054
90290,133543.3378266992
90291,52396.84526060123
90292,55901.6546750138
90293,62648.85787972075
90294,106328.49331372569
90295,51089.36525574561
90296,48059.72882217376
90297,132052.31130931835
90298,52753.34578099553
90299,125386.22896797761
90300,54313.5979805146
90301,46406.77902013919
90302,114412.8683654095
90303,114561.46996844631
90304,107383.52828165372
90305,48569.368397562415
90306,132438.07532710317
90307,112748.88784015959
90308,151318.87225807522
90309,55393.46260275088
90310,60787.403614003386
90311,121446.03465475007
90312,117800.29151287582
90313,108801.13117855927
90314,116238.27969258883
90315,144877.5173038532
90316,111109.06229405475
90317,112748.88784015959
90318,125540.7775209193
90319,130786.92400074573
90320,114350.56614480691
90321,54838.94717998431
90322,121870.65576226346
90323,100129.27697095802
90324,98072.35606224346
90325,48472.66960716365
90326,59221.95101597491
90327,48357.58247299209
90328,51092.07885515557
90329,130774.09480185312
90330,132170.72896293408
90331,114561.46996844631
90332,110647.96513132137
90333,52616.99782149175
90334,54271.066462676885
90335,92974.70691074365
90336,48615.00013202363
90337,117549.58310068908
90338,50752.061120239414
90339,117416.34584049138
90340,50512.117179066874
90341,149014.71815490906
90342,123983.18867161594
90343,53305.73099631538
90344,120603.7931135166
90345,118273.50905509021
90346,130774.09480185312
90347,125647.16919686584
90348,48175.16683702232
90349,146021.4675474288
90350,123970.35947272333
90351,92961.87771185105
90352,103291.77810791369
90353,163161.9269243256
90354,64565.69987170351
90355,125634.33999797323
90356,48472.66960716365
90357,95716.84222083334
90358,58659.974271211664
90359,49970.10885728464
90360,148894.72949065754
90361,95704.01302194073
90362,52559.042861807015
90363,114092.0257981982
90364,125680.30935134566
90365,49506.150750578476
90366,125634.33999797323
90367,130774.09480185312
90368,108801.13117855927
90369,122146.32820764175
90370,95704.01302194073
90371,132396.57762621393
90372,150486.33356653748
90373,118828.81007694372
90374,123970.35947272333
90375,114561.46996844631
90376,114425.6975643021
90377,48433.73301520415
90378,51233.246107375555
90379,95704.01302194073
90380,112748.88784015959
90381,125553.60671981191
90382,119766.83678619562
90383,125647.16919686584
90384,123722.24844272771
90385,139141.11308002644
90386,116622.35772873291
90387,124029.15802498836
90388,142613.80323842927
90389,138473.88038061603
90390,51089.36525574561
90391,52357.36482113628
90392,100142.10616985062
90393,95386.56109521931
90394,121526.38944536784
90395,133670.32248119573
90396,47607.12276758515
90397,125041.962651082
90398,151561.9878800045
90399,47174.74795740766
90400,142033.0970279228
90401,112748.88784015959
90402,123983.18867161594
90403,112748.88784015959
90404,100697.37712949682
90405,132350.6082728415
90406,154081.55196012126
90407,121238.57231335591
90408,134136.16908628357
90409,125634.33999797323
90410,51092.07885515557
90411,130121.61329290927
90412,151318.87225807522
90413,112761.7170390522
90414,114350.56614480691
90415,118286.33825398282
90416,51688.28433071013
90417,112748.88784015959
90418,50158.111000445184
90419,126670.74073187332
90420,121870.65576226346
90421,112730.76324435818
90422,50947.53215658012
90423,112748.88784015959
90424,130350.61516697162
90425,123983.18867161594
90426,123377.98212583209
90427,117205.31678379346
90428,48581.48633924493
90429,54237.67414976388
90430,125163.08902658112
90431,122267.7736387665
90432,110311.63286496287
90433,116609.5285298403
90434,138473.88038061603
90435,122159.15740653436
90436,53435.98001758861
90437,96291.41230394306
90438,48081.060936903865
90439,103291.77810791369
90440,107163.76360319956
90441,53098.046517685536
90442,51095.28548062091
90443,150592.01838354644
90444,131550.84396183759
90445,50687.84038530733
90446,55872.16694717195
90447,92974.70691074365
90448,121870.65576226346
90449,151748.79782601463
90450,123377.98212583209
90451,49506.150750578476
90452,143644.09020489518
90453,49668.70356399851
90454,143631.26100600258
90455,98330.89640885218
90456,49440.26127653737
90457,118276.46540276958
90458,93194.47158919781
90459,102265.36964226313
90460,60411.422394418485
90461,50158.111000445184
90462,62648.85787972075
90463,115691.09474358785
90464,121498.70920027386
90465,125634.33999797323
90466,151318.87225807522
90467,139129.7493061156
90468,48581.48633924493
90469,112989.3035909669
90470,95964.31981549195
90471,95716.84222083334
90472,95704.01302194073
90473,52638.88373936889
90474,103630.91394530157
90475,49506.150750578476
90476,50454.00744383074
90477,52396.84526060123
90478,132350.6082728415
90479,51089.36525574561
90480,138473.88038061603
90481,114561.46996844631
90482,95716.84222083334
90483,64606.14972208356
90484,129935.29834345724
90485,125634.33999797323
90486,119524.73966183832
90487,51771.99949233869
90488,123970.35947272333
90489,125647.16919686584
90490,114425.6975643021
90491,92961.87771185105
90492,48081.060936903865
90493,107163.76360319956
90494,129935.29834345724
90495,59872.35823604453
90496,53656.72757387303
90497,114092.0257981982
90498,55320.70809912295
90499,100142.10616985062
90500,52416.041645489335
90501,95386.56109521931
90502,114561.46996844631
90503,60875.82869656512
90504,48437.60548761499
90505,142033.0970279228
90506,150621.4487312818
90507,103295.97405906078
90508,141858.59338032853
90509,53656.72757387303
90510,154926.54911729382
90511,123970.35947272333
90512,54640.78746193984
90513,97397.51288901581
90514,48177.496691409106
90515,122267.7736387665
90516,119660.40140634848
90517,48581.48633924493
90518,49504.31772985434
90519,100701.31896037055
90520,84060.82462856201
90521,52578.112377420715
90522,99677.14963274369
90523,108397.14153072334
90524,93181.6423903052
90525,138473.88038061603
90526,51092.07885515557
90527,92961.87771185105
90528,125006.76020662341
90529,114926.99025672046
90530,51771.99949233869
90531,105133.2743769296
90532,139793.5945889703
90533,146034.2967463214
90534,105984.22699683007
90535,46295.39204344148
90536,143741.1523331621
90537,52751.02922132815
90538,63024.83909930567
90539,54861.92492263253
90540,116609.5285298403
90541,108801.13117855927
90542,95386.56109521931
90543,112748.88784015959
90544,147780.81916536624
90545,50951.40462899096
90546,51092.07885515557
90547,152093.0641429102
90548,86448.0692453272
90549,120590.963914624
90550,143644.09020489518
90551,138129.61406372045
90552,125634.33999797323
90553,125634.33999797323
90554,150621.4487312818
90555,95704.01302194073
90556,48472.66960716365
90557,113946.57649697099
90558,110647.96513132137
90559,51257.79748185823
90560,118714.00043808912
90561,48437.60548761499
90562,123970.35947272333
90563,139485.379396922
90564,98330.89640885218
90565,112761.7170390522
90566,52753.34578099553
90567,125634.33999797323
90568,123190.36997061774
90569,134060.55815146375
90570,108397.14153072334
90571,150965.71504817737
90572,123983.18867161594
90573,114412.8683654095
90574,120603.7931135166
90575,125163.08902658112
90576,52534.213185049026
90577,48542.54974728543
90578,123190.36997061774
90579,51670.311831636456
90580,104376.69565646385
90581,132006.3419559459
90582,122254.9444398739
90583,95704.01302194073
90584,125553.60671981191
90585,113936.76643866276
90586,98330.89640885218
90587,51497.74142303077
90588,52016.682718128235
90589,144771.43929962802
90590,48246.19549629438
90591,95704.01302194073
90592,130134.44249180188
90593,121526.38944536784
90594,116609.5285298403
90595,125680.30935134566
90596,112761.7170390522
90597,125755.92028616543
90598,138553.19814294702
90599,61592.4346897638
90600,114561.46996844631
90601,121526.38944536784
90602,125351.02652351903
90603,98330.89640885218
90604,50509.03123923304
90605,110660.79433021398
90606,120249.82977505069
90607,51953.26660915818
90608,138278.7024104871
90609,125351.02652351903
90610,92974.70691074365
90611,118848.0894602019
90612,100265.02358993728
90613,114412.8683654095
90614,48472.66960716365
90615,155670.1642181032
90616,143741.1523331621
90617,113688.03615036227
90618,123722.24844272771
90619,99105.10764333115
90620,143173.27532154825
90621,47318.628809037604
90622,123499.10850133121
90623,108718.54301083264
90624,49445.98103298217
90625,92162.1943108072
90626,51128.79927339961
90627,113946.57649697099
90628,127228.0531072465
90629,47517.63139441782
90630,51089.36525574561
90631,116622.35772873291
90632,48175.16683702232
90633,108397.14153072334
90634,105044.72834186435
90635,114561.46996844631
90636,95716.84222083334
90637,51089.36525574561
90638,137038.16266270023
90639,149717.98284474667
90640,53132.46961396338
90641,132472.18856103375
90642,96587.25426103132
90643,138473.88038061603
90644,48224.94178853381
90645,95716.84222083334
90646,55305.86859578524
90647,53250.57758955417
90648,95716.84222083334
90649,53837.99469069252
90650,125693.13855023826
90651,98028.3542621198
90652,115873.64282589918
90653,129358.89361349666
90654,152718.7673224727
90655,138473.88038061603
90656,139793.5945889703
90657,55585.67742343707
90658,49935.06236695517
90659,125041.962651082
90660,51634.08938253457
90661,139909.44737481765
90662,51953.26660915818
90663,110647.96513132137
90664,96822.13902628627
90665,155670.1642181032
